IMG_Contig_Name,Original_Contig_Name,Bin,Contig %GC,Contig Length,Locus_Tag,IMG_Gene_ID,Gene_Start,Gene_Stop,Gene_Length,Homolog_Gene_ID,Homolog_Taxon_ID,Lineage %ID,Lineage,Product,Source,COG_ID,Cog %ID,PFAM_ID,KO_Term,KO %ID,EC_Number
WOR52_10021215,WOR1_52_54_19671,#N/A,39.0244,6888,WOR52_100212159,WOR52_10021215.31,6223,6888,665,2510093290,2510065009,30.6,"Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera;lagunensis;Caldisphaera lagunensis IC-154, DSM 15908",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,25.74,pfam00155,KO:K00812,30.6,EC:2.6.1.1
WOR52_10007633,WOR1_52_54_5196,#N/A,52.4902,13292,WOR52_100076332,WOR52_10007633.5,411,1202,791,2503594668,2503538017,60.9,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;toyohensis;Thermanaeromonas toyohensis ToBE, DSM 14490",Methionine aminopeptidase,COG0024,COG0024,51.41,pfam00557,KO:K01265,60.6,EC:3.4.11.18
WOR52_10014114,WOR1_52_54_12152,#N/A,52.5066,11789,WOR52_100141141,WOR52_10014114.1,2,265,263,2503597574,2503538017,46,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;toyohensis;Thermanaeromonas toyohensis ToBE, DSM 14490",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,43.18,pfam00155,KO:K00812,50.6,EC:2.6.1.1
WOR52_10019128,WOR1_52_54_17472,#N/A,41.9781,10889,WOR52_100191288,WOR52_10019128.24,6590,7753,1163,2503597574,2503538017,39.6,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;toyohensis;Thermanaeromonas toyohensis ToBE, DSM 14490",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,47.17,pfam00155,KO:K00812,43.7,EC:2.6.1.1
WOR52_10036259,WOR1_52_54_35431,#N/A,56.9047,7437,WOR52_1003625910,WOR52_10036259.24,4658,5809,1151,2503595817,2503538017,56.9,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;toyohensis;Thermanaeromonas toyohensis ToBE, DSM 14490",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,44.07,pfam00155,KO:K00812,50.3,EC:2.6.1.1
WOR52_10028302,WOR1_52_54_27114,#N/A,31.9828,5800,WOR52_100283029,WOR52_10028302.26,5668,5799,131,646643191,646564579,50,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;italicus;Thermoanaerobacter italicus Ab9, DSM 9252","Aldehyde ferredoxin oxidoreductase, domains 2 & 3",pfam01314,COG3862,50,pfam01314,,,
WOR52_10000513,15874,#N/A,45.8174,52718,WOR52_1000051356,WOR52_10000513.178,44560,46344,1784,641541302,641522656,49,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;sp.;Thermoanaerobacter sp. X514,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,46.55,pfam02780,KO:K00179,49,EC:1.2.7.8
WOR52_10030548,WOR1_52_54_29467,#N/A,29.3641,5551,WOR52_100305482,WOR52_10030548.5,2058,2636,578,641541303,641522656,38.6,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;sp.;Thermoanaerobacter sp. X514,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,29.9,pfam01558,KO:K00180,38.6,EC:1.2.7.8
WOR52_10024911,WOR1_52_54_23547,79,37.0411,10132,WOR52_1002491116,WOR52_10024911.49,8720,8893,173,2504956490,2504756058,42.6,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;wiegelii;Thermoanaerobacter wiegelii Rt8.B1,Xaa-Pro aminopeptidase,COG0006,COG0006,41.67,pfam00557,KO:K01265,42.6,EC:3.4.11.18
WOR52_10041072,WOR1_52_54_63891,#N/A,53.8264,7004,WOR52_100410725,WOR52_10041072.16,2678,3562,884,640495804,640427106,63.8,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;saccharolyticus;Caldicellulosiruptor saccharolyticus DSM 8903,domain,pfam01855,COG0674,34.38,pfam01855,KO:K00169,63.8,EC:1.2.7.1
WOR52_10007408,WOR1_52_54_4958,29,32.5879,30898,WOR52_1000740817,WOR52_10007408.60,14504,16333,1829,648128007,648028061,53,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermosediminibacter;oceani;Thermosediminibacter oceani JW/IW-1228P, DSM 16646","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,51.64,pfam00310,KO:K00820,53,EC:2.6.1.16
WOR52_10032440,WOR1_52_54_31441,55,62.9809,5354,WOR52_100324405,WOR52_10032440.16,3462,5297,1835,648128007,648028061,54,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermosediminibacter;oceani;Thermosediminibacter oceani JW/IW-1228P, DSM 16646","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,49.35,pfam00310,KO:K00820,54,EC:2.6.1.16
WOR52_10025054,WOR1_52_54_23694,56,65.3549,12045,WOR52_1002505414,WOR52_10025054.42,10188,12020,1832,648128007,648028061,58.4,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermosediminibacter;oceani;Thermosediminibacter oceani JW/IW-1228P, DSM 16646","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,53.19,pfam01380,KO:K00820,58.4,EC:2.6.1.16
WOR52_10034236,WOR1_52_54_33312,#N/A,47.541,5185,WOR52_100342361,WOR52_10034236.1,3,632,629,648127825,648028061,42.2,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermosediminibacter;oceani;Thermosediminibacter oceani JW/IW-1228P, DSM 16646",Bacterial pre-peptidase C-terminal domain,pfam04151,,,pfam04151,,,
WOR52_10010494,WOR1_52_54_8287,56,63.388,11275,WOR52_100104943,WOR52_10010494.8,650,1852,1202,2503534637,2503508009,62.5,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella;australiensis;Mahella australiensis 50-1 BON, DSM 15567","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,49.16,pfam01855,KO:K00179,62.5,EC:1.2.7.8
WOR52_10000582,15943,#N/A,52.8426,58116,WOR52_1000058225,WOR52_10000582.77,22014,22409,395,2503535152,2503508009,25,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella;australiensis;Mahella australiensis 50-1 BON, DSM 15567",Chagasin family peptidase inhibitor I42,pfam09394,COG2194,22.5,pfam09394,,,
WOR52_10038822,WOR1_52_54_46495,#N/A,49.0447,5705,WOR52_100388223,WOR52_10038822.9,2198,2734,536,2522777794,2522572051,43.5,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;platensis;Coprothermobacter platensis DSM 11748,Peptidase S24-like,pfam00717,COG0681,25,pfam00717,KO:K13280,35.5,EC:3.4.-
WOR52_10037747,WOR1_52_54_40844,#N/A,49.3359,5195,WOR52_100377473,WOR52_10037747.9,2673,3248,575,2522777794,2522572051,40,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;platensis;Coprothermobacter platensis DSM 11748,Peptidase S24-like,pfam00717,COG0681,15.71,pfam00717,KO:K13280,41.1,EC:3.4.-
WOR52_10038344,WOR1_52_54_43765,#N/A,50.4954,5046,WOR52_100383446,WOR52_10038344.15,3787,4341,554,2522777794,2522572051,36.6,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;platensis;Coprothermobacter platensis DSM 11748,Peptidase S24-like,pfam00717,COG0681,17.96,pfam13400,KO:K13280,32.7,EC:3.4.-
WOR52_10032708,WOR1_52_54_31722,70,40.1239,5326,WOR52_100327085,WOR52_10032708.15,4580,5326,746,643374169,643348530,59.3,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;proteolyticus;Coprothermobacter proteolyticus DSM 5265,domain,pfam01855,COG0674,24.33,pfam08965,KO:K00174,59.3,EC:1.2.7.3
WOR52_10010987,WOR1_52_54_8813,70,44.2094,10353,WOR52_100109871,WOR52_10010987.1,3,881,878,643373877,643348530,45.4,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;proteolyticus;Coprothermobacter proteolyticus DSM 5265,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,41.77,pfam14697,KO:K00179,45.4,EC:1.2.7.8
WOR52_10004046,WOR1_52_54_1248,#N/A,54.4535,30347,WOR52_1000404619,WOR52_10004046.58,14902,16767,1865,643373877,643348530,46.6,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;proteolyticus;Coprothermobacter proteolyticus DSM 5265,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.88,pfam12800,KO:K00179,46.6,EC:1.2.7.8
WOR52_10009652,WOR1_52_54_7378,#N/A,52.0959,11260,WOR52_100096523,WOR52_10009652.8,1496,2110,614,2504784864,2504756006,42.1,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Thermodesulfobium;narugense;Thermodesulfobium narugense Na82, DSM 14796","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,28.36,pfam01558,KO:K00180,42.1,EC:1.2.7.8
WOR52_10010408,WOR1_52_54_8193,#N/A,44.0808,10694,WOR52_100104083,WOR52_10010408.9,1895,3358,1463,644160919,643886103,39.7,"Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Holdemania;filiformis;Holdemania filiformis VPI J1-31B-1, DSM 12042",Zinc carboxypeptidase,pfam00246,COG1196,20.66,pfam00246,,,
WOR52_10004223,WOR1_52_54_1445,#N/A,33.7924,23890,WOR52_1000422324,WOR52_10004223.82,11597,12346,749,651577833,651324002,57.9,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Acetonema;longum;Acetonema longum APO-1, DSM 6540",Methionine aminopeptidase,COG0024,COG0024,51.59,pfam00557,KO:K01265,56.1,EC:3.4.11.18
WOR52_10010346,WOR1_52_54_8126,#N/A,44.1083,10744,WOR52_100103463,WOR52_10010346.9,2333,3565,1232,651579878,651324002,44.5,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Acetonema;longum;Acetonema longum APO-1, DSM 6540",Ornithine/acetylornithine aminotransferase,COG4992,COG4992,44.5,pfam00202,KO:K00821,46.6,EC:2.6.1.11
WOR52_10010465,WOR1_52_54_8256,#N/A,48.3024,10662,WOR52_100104659,WOR52_10010465.31,8943,9704,761,651577833,651324002,64.2,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Acetonema;longum;Acetonema longum APO-1, DSM 6540",Methionine aminopeptidase,COG0024,COG0024,55.2,pfam00557,KO:K01265,60.9,EC:3.4.11.18
WOR52_10016525,WOR1_52_54_14718,#N/A,58.2353,7990,WOR52_100165251,WOR52_10016525.1,287,1012,725,651577833,651324002,62.1,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Acetonema;longum;Acetonema longum APO-1, DSM 6540",Methionine aminopeptidase,COG0024,COG0024,53.91,pfam00557,KO:K01265,62.2,EC:3.4.11.18
WOR52_10003088,WOR1_52_54_109,43,34.2736,64341,WOR52_1000308821,WOR52_10003088.77,25484,26647,1163,2514405847,2513237300,35.5,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;geminatus;Anaeroglobus geminatus F0357,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,35.53,pfam00155,KO:K00812,35.7,EC:2.6.1.1
WOR52_10027761,WOR1_52_54_26541,29,32.2092,5871,WOR52_100277617,WOR52_10027761.21,2498,2700,202,2518638621,2518285615,51.7,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeromusa;acidaminophila;Anaeromusa acidaminophila DSM 3853,Pyruvate ferredoxin/flavodoxin oxidoreductase,pfam01558,,,pfam01558,KO:K00177,48.3,EC:1.2.7.3
WOR52_10030104,WOR1_52_54_28999,#N/A,44.3368,6710,WOR52_100301048,WOR52_10030104.23,5473,6180,707,2520628444,2519899689,45.3,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas;rupellensis;Megamonas rupellensis DSM 19944,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,42.54,pfam00202,KO:K07250,44.1,EC:2.6.1.19
WOR52_10035492,WOR1_52_54_34640,28,39.2942,5072,WOR52_100354921,WOR52_10035492.1,1,1224,1223,2511473403,2511231046,56.9,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pelosinus;sp.;Pelosinus sp. HCF1,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,59.01,pfam00202,KO:K01845,57,EC:5.4.3.8
WOR52_10003940,WOR1_52_54_1129,#N/A,51.3839,26049,WOR52_1000394019,WOR52_10003940.64,25574,26047,473,2514207592,2513237213,42.9,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;ruminantium lactilytica;Selenomonas ruminantium lactilytica TAM6421,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,35.03,pfam01558,KO:K00180,42.9,EC:1.2.7.8
WOR52_10013827,WOR1_52_54_11845,#N/A,45.3961,16942,WOR52_100138278,WOR52_10013827.25,7276,8592,1316,2512546112,2512047088,48.1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;sp.;Sporomusa sp. KB1,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,40.93,pfam00202,KO:K07250,46.2,EC:2.6.1.19
WOR52_10006689,WOR1_52_54_4173,23,52.2613,14925,WOR52_100066898,WOR52_10006689.22,3273,4025,752,640208382,640196202,59.2,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,Methionine aminopeptidase,COG0024,COG0024,51.79,pfam00557,KO:K01265,60.4,EC:3.4.11.18
WOR52_10005534,WOR1_52_54_2911,#N/A,51.1776,30230,WOR52_100055348,WOR52_10005534.26,4786,5373,587,640207097,640196202,49,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,34.01,pfam01558,KO:K00180,43.4,EC:1.2.7.8
WOR52_10005534,WOR1_52_54_2911,#N/A,51.1776,30230,WOR52_100055349,WOR52_10005534.29,5370,7205,1835,640207096,640196202,53.6,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,39.39,pfam12797,KO:K00179,40.2,EC:1.2.7.8
WOR52_10007032,WOR1_52_54_4547,#N/A,52.9574,28674,WOR52_100070321,WOR52_10007032.1,3,416,413,640207097,640196202,50.7,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,37.82,pfam01558,KO:K00180,47,EC:1.2.7.8
WOR52_10007032,WOR1_52_54_4547,#N/A,52.9574,28674,WOR52_100070322,WOR52_10007032.5,413,2248,1835,640207096,640196202,52.9,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,40.19,pfam12797,KO:K00179,40.6,EC:1.2.7.8
WOR52_10000800,16161,#N/A,48.4612,28658,WOR52_1000080030,WOR52_10000800.88,25259,27100,1841,640207096,640196202,52.9,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,38.76,pfam02776,KO:K00179,39.5,EC:1.2.7.8
WOR52_10000800,16161,#N/A,48.4612,28658,WOR52_1000080031,WOR52_10000800.92,27097,27687,590,640207097,640196202,46.7,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,33.67,pfam01558,KO:K00180,41.9,EC:1.2.7.8
WOR52_10005870,WOR1_52_54_3283,#N/A,54.9946,20502,WOR52_1000587023,WOR52_10005870.73,17684,18289,605,640207097,640196202,45,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,32.32,pfam01558,KO:K00180,39.3,EC:1.2.7.8
WOR52_10005870,WOR1_52_54_3283,#N/A,54.9946,20502,WOR52_1000587024,WOR52_10005870.76,18280,20118,1838,640207096,640196202,53.8,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,40.83,pfam14697,KO:K00179,41.2,EC:1.2.7.8
WOR52_10003698,WOR1_52_54_843,#N/A,51.8324,46959,WOR52_1000369829,WOR52_10003698.97,30585,31043,458,649704259,649633056,38.9,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;polytropus;Ilyobacter polytropus CuHBu1, DSM 2926",Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,COG0161,COG0161,30.53,pfam00202,KO:K07250,38.9,EC:2.6.1.19
WOR52_10005533,WOR1_52_54_2910,#N/A,44.2092,17191,WOR52_1000553310,WOR52_10005533.32,10666,11988,1322,649704259,649633056,36.2,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;polytropus;Ilyobacter polytropus CuHBu1, DSM 2926",4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,36.51,pfam00202,KO:K07250,36.2,EC:2.6.1.19
WOR52_10006945,WOR1_52_54_4451,24,60.9493,14622,WOR52_1000694512,WOR52_10006945.36,11411,13237,1826,643775044,643692024,61,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,55.25,pfam00310,KO:K00820,61,EC:2.6.1.16
WOR52_10039196,WOR1_52_54_48808,27,53.2809,5212,WOR52_100391961,WOR52_10039196.1,1,1158,1157,643775044,643692024,61.1,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,51.68,pfam01380,KO:K00820,61.1,EC:2.6.1.16
WOR52_10001826,17187,57,64.8737,12791,WOR52_100018266,WOR52_10001826.17,4755,5414,659,643775688,643692024,47.2,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Peptidase S24-like,pfam00717,COG0681,26.36,pfam10502,KO:K03100,47.2,EC:3.4.21.89
WOR52_10000822,16183,57,66.3421,24645,WOR52_1000082225,WOR52_10000822.83,23094,24644,1550,643775044,643692024,64.6,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,51.93,pfam03992,KO:K00820,64.6,EC:2.6.1.16
WOR52_10003005,WOR1_52_54_9,63,55.74,147813,WOR52_1000300512,WOR52_10003005.32,8111,9937,1826,643775044,643692024,63.7,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,54.92,pfam11439,KO:K00820,63.7,EC:2.6.1.16
WOR52_10004173,WOR1_52_54_1391,78,39.3,23972,WOR52_100041739,WOR52_10004173.31,6999,8825,1826,643775044,643692024,62.4,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,54.26,pfam00310,KO:K00820,62.4,EC:2.6.1.16
WOR52_10004252,WOR1_52_54_1479,#N/A,48.0703,45525,WOR52_1000425217,WOR52_10004252.53,17326,20223,2897,643775268,643692024,43.3,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR52_10042037,WOR1_52_54_75877,#N/A,47.0359,9244,WOR52_100420372,WOR52_10042037.5,407,853,446,643775473,643692024,51,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR52_10002808,18902,#N/A,46.9889,8834,WOR52_100028081,WOR52_10002808.1,3,836,833,643775473,643692024,43.8,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam00246,KO:K01278,38.6,EC:3.4.14.5
WOR52_10010110,WOR1_52_54_7874,#N/A,44.6908,10915,WOR52_100101106,WOR52_10010110.14,4920,6746,1826,643775044,643692024,62.5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,55.25,pfam01380,KO:K00820,62.5,EC:2.6.1.16
WOR52_10017984,WOR1_52_54_16257,#N/A,47.6447,7600,WOR52_100179841,WOR52_10017984.1,3,1283,1280,643775044,643692024,62.5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,55.29,pfam01380,KO:K00820,62.5,EC:2.6.1.16
WOR52_10005406,WOR1_52_54_2774,17,48.5396,17530,WOR52_1000540616,WOR52_10005406.50,14890,16254,1364,2517735033,2517572092,41.2,Bacteria;Gemmatimonadetes;Gemmatimonadetes;unclassified Gemmatimonadetes;unclassified Gemmatimonadetes;unclassified Gemmatimonadetes;unclassified Gemmatimonadetes;Gemmatimonadetes bacterium JGI 0000112-M07,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR52_10028537,WOR1_52_54_27354,30,39.0024,5774,WOR52_100285371,WOR52_10028537.1,1,1005,1004,2514222871,2513237218,44,"Bacteria;Ignavibacteria;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;album;Ignavibacterium album Mat9-16, JCM 16511",Zinc carboxypeptidase,pfam00246,COG0381,19.27,pfam11589,,,
WOR52_10002443,17820,57,66.7386,7417,WOR52_1000244310,WOR52_10002443.32,7091,7417,326,2514223905,2513237218,73.1,"Bacteria;Ignavibacteria;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;album;Ignavibacterium album Mat9-16, JCM 16511","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,57.41,pfam01380,KO:K00820,73.1,EC:2.6.1.16
WOR52_10015663,WOR1_52_54_13806,65,40.1649,8246,WOR52_100156636,WOR52_10015663.20,5531,7195,1664,2514224605,2513237218,65.2,"Bacteria;Ignavibacteria;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;album;Ignavibacterium album Mat9-16, JCM 16511","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.13,pfam02775,KO:K00179,65.2,EC:1.2.7.8
WOR52_10015663,WOR1_52_54_13806,65,40.1649,8246,WOR52_100156637,WOR52_10015663.23,7424,8017,593,2514224606,2513237218,62.4,"Bacteria;Ignavibacteria;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;album;Ignavibacterium album Mat9-16, JCM 16511","Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,31.84,pfam01558,KO:K00180,62.4,EC:1.2.7.8
WOR52_10013206,WOR1_52_54_11191,74,38.4439,9177,WOR52_100132067,WOR52_10013206.20,6460,8271,1811,2514223905,2513237218,54.3,"Bacteria;Ignavibacteria;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;album;Ignavibacterium album Mat9-16, JCM 16511","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,49.51,pfam00310,KO:K00820,54.3,EC:2.6.1.16
